experiment_name,classifier_type,embedding_type,split_mode,best_cv_score,accuracy,macro_f1,weighted_f1,mae,topic_avg_accuracy,topic_avg_macro_f1
logreg_tfidf_random_use_select_kbest-use_vader_sentiment,logreg,tfidf,random,0.7093784736692377,0.68,0.6816464236085148,0.6788128249589507,0.5015384615384615,,
xgb_tfidf_media_use_select_kbest-use_vader_sentiment,xgb,tfidf,media,0.7709163298086839,0.556923076923077,0.5317467101467398,0.5532165168786726,0.6753846153846154,,
svm_tfidf_media_use_select_kbest-use_lexical_syntactic,svm,tfidf,media,0.5754989700584824,0.4207692307692308,0.3876004161900986,0.4181132362123156,0.8361538461538461,,
rf_tfidf_media_use_select_kbest-use_vader_sentiment,rf,tfidf,media,0.7187884683397643,0.4907692307692308,0.445896924501342,0.47591045893969924,0.7830769230769231,,
logreg_tfidf_random_use_select_kbest-use_smote-use_vader_sentiment,logreg,tfidf,random,0.7096090310299706,0.676923076923077,0.6771429284437148,0.6759740586775164,0.5007692307692307,,
svm_tfidf_media_use_select_kbest-use_smote-use_lexical_syntactic,svm,tfidf,media,0.543912504384001,0.40384615384615385,0.3590934376697386,0.3914500554573095,0.9546153846153846,,
cnb_tfidf_random_use_select_kbest-use_lexical_syntactic,cnb,tfidf,random,0.64719562363639,0.6484615384615384,0.637496237837779,0.6447151314561109,0.5430769230769231,,
logreg_tfidf_random_use_select_kbest-use_smote-use_vader_sentiment,logreg,tfidf,random,0.7257089186377568,0.6823076923076923,0.6811067189988144,0.6814519355272178,0.4869230769230769,,
nb_tfidf_media_use_select_kbest-use_smote-use_lexical_syntactic,nb,tfidf,media,0.6688207721888343,0.47846153846153844,0.44027373013632265,0.4680402207960964,0.77,,
svm_tfidf_random_use_select_kbest-use_vader_sentiment,svm,tfidf,random,0.5293302199939314,0.46153846153846156,0.4462724419334589,0.46420438649862383,0.7953846153846154,,
logreg_tfidf_media_use_select_kbest-use_vader_sentiment,logreg,tfidf,media,0.7558108287899321,0.5223076923076924,0.499606441575615,0.5250661926528093,0.6746153846153846,,
xgb_tfidf_random_use_select_kbest-use_lexical_syntactic,xgb,tfidf,random,0.7356731484800769,0.7069230769230769,0.708216844461313,0.7059416733109645,0.46384615384615385,,
cnb_tfidf_random_use_select_kbest-use_smote-use_lexical_syntactic,cnb,tfidf,random,0.615703773703481,0.6176923076923077,0.614030802272729,0.6177656305908458,0.55,,
xgb_tfidf_random_use_select_kbest-use_smote-use_vader_sentiment,xgb,tfidf,random,0.7278127498617167,0.6992307692307692,0.7026720475231979,0.6983455016997722,0.47384615384615386,,
xgb_tfidf_random_use_select_kbest-use_smote-use_vader_sentiment,xgb,tfidf,random,0.727951519844296,0.6992307692307692,0.7026720475231979,0.6983455016997722,0.47384615384615386,,
rf_tfidf_random_use_select_kbest-use_lexical_syntactic,rf,tfidf,random,0.6822847223469037,0.6261538461538462,0.6271337578038646,0.6226536867269642,0.5907692307692308,,
